_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,geometry
128,806,LR-09958,71,Orfus Rd,Orfus Rd,South,Dufflaw Rd,West,06980,08,None,WR1,Existing,L1506980,,"{""coordinates"": [[-79.4638563336359, 43.7186383458633]], ""type"": ""MultiPoint""}"
129,807,LR-06537,119,Varna Dr,Varna Dr,East,Ranee Ave,South,06735,08,None,WR1,Temporarily Removed,L1506735,,"{""coordinates"": [[-79.4453269471877, 43.7234073268734]], ""type"": ""MultiPoint""}"
130,808,LR-09957,111,Orfus Rd,Orfus Rd,South,Caledonia Rd,East,06979,08,None,WR1,Existing,L1506979,,"{""coordinates"": [[-79.4661669204086, 43.7181247755022]], ""type"": ""MultiPoint""}"
131,809,LR-09961,None,None,Orfus Rd,South,Dufferin St,West,06983,08,None,WR1,Existing,L1506983,,"{""coordinates"": [[-79.457074774481, 43.7201371571309]], ""type"": ""MultiPoint""}"
132,810,LR-09963,76,Orfus Rd,Orfus Rd,North,Dufflaw Rd,East,06985,08,None,WR1,Existing,L1506985,,"{""coordinates"": [[-79.462539603556, 43.7190386757061]], ""type"": ""MultiPoint""}"
133,811,LR-06529,11,Varna Dr,Varna Dr,East,Tundra Lane,South,06727,08,None,WR1,Existing,L1506727,,"{""coordinates"": [[-79.4389996716383, 43.7192157181584]], ""type"": ""MultiPoint""}"
134,831,LR-06536,89,Varna Dr,Varna Dr,North,Cather Cres,West,06734,08,None,WR1,Temporarily Removed,L1506734,,"{""coordinates"": [[-79.4438900893901, 43.7229066293533]], ""type"": ""MultiPoint""}"
135,832,LR-06540,1,Amaranth Crt,Flemington Rd,East,Blossomfield Dr,North,06738,08,None,WR1,Existing,L1506738,,"{""coordinates"": [[-79.4480773496618, 43.7191479131113]], ""type"": ""MultiPoint""}"
136,912,LR-12176,251,Macpherson Ave,Macpherson Ave,South,Rathnelly Ave,East,06802,12,None,WR2,Existing,L2206802,,"{""coordinates"": [[-79.4002402308876, 43.6775595990698]], ""type"": ""MultiPoint""}"
137,913,LR-15012,11,Ruddington Dr,Bayview Ave,East,Ruddington Dr,South,T315,17,None,WR2,Existing,L2400315,,"{""coordinates"": [[-79.392508828447, 43.7878604279586]], ""type"": ""MultiPoint""}"
138,914,LR-06736,1,Glen Rd,Howard St,North,Glen Rd,East,06486,13,None,WR1,Existing,L2706486,,"{""coordinates"": [[-79.3747223435948, 43.671351049891]], ""type"": ""MultiPoint""}"
139,915,LR-06748,35,St Joseph St,St Joseph St,South,Bay St,East,06561,13,None,WR1,Existing,L2706561,,"{""coordinates"": [[-79.387350291905, 43.6656557991446]], ""type"": ""MultiPoint""}"
140,918,LR-11791,43,Park Home Ave,Beecroft Rd,West,Park Home Ave,South,07317,18,None,WR1,Existing,L2307317,,"{""coordinates"": [[-79.4163234013064, 43.7683405384303]], ""type"": ""MultiPoint""}"
141,920,LR-11803,6028-6032B,Yonge St,Yonge St,West,Connaught Ave,North,07539,18,None,WR1,Existing,L2307539,,"{""coordinates"": [[-79.4181392216702, 43.7895487248042]], ""type"": ""MultiPoint""}"
142,921,LR-11811,6107,Yonge St,Yonge St,East,Centre Ave,South,07541,18,None,WR1,Existing,L2407541,,"{""coordinates"": [[-79.4182476813241, 43.7913905615783]], ""type"": ""MultiPoint""}"
143,922,LR-11814,437,Cummer Ave,Cummer Ave,South,Conacher Dr,West,07568,18,None,WR1,Existing,L2407568,,"{""coordinates"": [[-79.397171744412, 43.7913956496663]], ""type"": ""MultiPoint""}"
144,923,LR-11815,349,Cummer Ave,Cummer Ave,South,Maxome Ave,West,07569,18,None,WR1,Existing,L2407569,,"{""coordinates"": [[-79.4019809511041, 43.7903359677316]], ""type"": ""MultiPoint""}"
145,924,LR-11816,272,Cummer Ave,Cummer Ave,North,Willow Heights Crt,West,07570,18,None,WR1,Existing,L2407570,,"{""coordinates"": [[-79.4048182466497, 43.7898372273646]], ""type"": ""MultiPoint""}"
146,925,LR-11817,5799-5915A,Yonge St,Cummer Ave,South,Yonge St,East,07571,18,None,WR1,Temporarily Removed,L2407571,,"{""coordinates"": [[-79.4166676364257, 43.7871233835368]], ""type"": ""MultiPoint""}"
147,927,LR-11221,8,Bay St,Queens Quay E,North,Bay St,West,06800,10,The Waterfront,WR4,Existing,L2806800,,"{""coordinates"": [[-79.3772710712463, 43.6411139468661]], ""type"": ""MultiPoint""}"
148,1020,LR-11528,3256,Dundas St W,Dundas St W,North,Gilmour Ave,East,00987,04,None,WR2,Existing,L1300987,,"{""coordinates"": [[-79.478528565779, 43.6656256296514]], ""type"": ""MultiPoint""}"
149,1023,LR-11534,71,Weatherell St,Jane St,East,Weatherell St,South,01003,04,None,WR2,Existing,L1301003,,"{""coordinates"": [[-79.4851624888784, 43.6513108665257]], ""type"": ""MultiPoint""}"
150,1029,LR-11570,25,Whitecap Blvd,Kingston Rd,South,Whitecap Blvd,East,01355,20,None,WR1,Existing,L3601355,,"{""coordinates"": [[-79.2217963915988, 43.7342990857214]], ""type"": ""MultiPoint""}"
151,1071,LR-06421,153,Norfinch Dr,Norfinch Dr,East,Finch Ave W,North,06138,07,None,WR2,Existing,L0806138,,"{""coordinates"": [[-79.5298373200581, 43.7646529379564]], ""type"": ""MultiPoint""}"
152,1072,LR-06423,166,Norfinch Dr,Norfinch Dr,West,Finch Ave W,North,06140,07,None,WR2,Existing,L0806140,,"{""coordinates"": [[-79.5306278000501, 43.7664568892137]], ""type"": ""MultiPoint""}"
153,1073,LR-06420,134,Norfinch Dr,Norfinch Dr,West,Finch Ave W,North,06137,07,None,WR1,Existing,L0806137,,"{""coordinates"": [[-79.5297710279677, 43.763338719716]], ""type"": ""MultiPoint""}"
154,1074,LR-06419,125,Norfinch Dr,Norfinch Dr,East,Finch Ave W,North,06136,07,None,WR2,Existing,L0806136,,"{""coordinates"": [[-79.529494705454, 43.7632007672194]], ""type"": ""MultiPoint""}"
155,1075,LR-06480,396,Wilson Ave,Wilson Ave,North,Laurentia Cres,West,06351,06,None,WR1,Existing,L1006351,,"{""coordinates"": [[-79.4401455885827, 43.7361843252741]], ""type"": ""MultiPoint""}"
156,1076,LR-06418,120,Norfinch Dr,Norfinch Dr,West,Finch Ave W,North,06135,07,None,WR1,Existing,L0806135,,"{""coordinates"": [[-79.5293419150343, 43.7615199704099]], ""type"": ""MultiPoint""}"
157,1078,LR-06161,2822,Dundas St W,Dundas St W,North,Heintzman St,West,06641,04,The Junction,WR4,Existing,L1406641,,"{""coordinates"": [[-79.4634940197138, 43.6654622413185]], ""type"": ""MultiPoint""}"
158,1113,LR-06542,687,Lawrence Ave W,Lawrence Ave W,South,William R Allen Rd N,East,06740,08,None,WR1,Existing,L1506740,,"{""coordinates"": [[-79.4441989579375, 43.7159168223249]], ""type"": ""MultiPoint""}"
159,1117,LR-06885,3741,Lawrence Ave E,Lawrence Ave E,South,Scarborough Golf Club Rd,West,06900,24,None,WR2,Existing,L4306900,,"{""coordinates"": [[-79.2162300585682, 43.761597110188]], ""type"": ""MultiPoint""}"
160,1118,LR-06886,3837,Lawrence Ave E,Lawrence Ave E,South,Mossbank Dr,West,06901,24,None,WR2,Existing,L4306901,,"{""coordinates"": [[-79.2113977245934, 43.7626666912299]], ""type"": ""MultiPoint""}"
161,1119,LR-06900,2,Orton Park Rd,Orton Park Rd,West,Lawrence Ave E,North,06956,24,None,WR2,Existing,L4306956,,"{""coordinates"": [[-79.2058612033894, 43.7643074255726]], ""type"": ""MultiPoint""}"
162,1120,LR-06867,26,Lionhead Trl,Sheppard Ave E,South,Meadowvale Rd,East,06881,25,None,WR1,Existing,L4406881,,"{""coordinates"": [[-79.1700040728062, 43.8084013117523]], ""type"": ""MultiPoint""}"
163,1122,LR-11991,4410,Kingston Rd,Kingston Rd,North,Lawrence Ave E,West,06937,24,None,WR2,Existing,L4306937,,"{""coordinates"": [[-79.1896000235511, 43.7679227942468]], ""type"": ""MultiPoint""}"
164,1123,LR-06887,3877,Lawrence Ave E,Lawrence Ave E,South,Susan St,West,06902,24,None,WR1,Existing,L4306902,,"{""coordinates"": [[-79.209197591535, 43.7631425246267]], ""type"": ""MultiPoint""}"
165,1125,LR-10702,57,Wellesworth Dr,Wellesworth Dr,South,Rangoon Rd,West,07206,02,None,WR1,Existing,L0307206,,"{""coordinates"": [[-79.5792242522455, 43.6661821204392]], ""type"": ""MultiPoint""}"
166,1126,LR-11692,551,The West Mall,The West Mall,East,Cambrian Rd,South,07461,02,None,WR2,Temporarily Removed,L0307461,,"{""coordinates"": [[-79.5697386509728, 43.6517729040558]], ""type"": ""MultiPoint""}"
167,1146,LR-11685,45,Golfdown Dr,Golfdown Dr,South,Cove Dr,West,07552,01,None,WR2,Existing,L0207552,,"{""coordinates"": [[-79.5516653319734, 43.7229527768269]], ""type"": ""MultiPoint""}"
168,1147,LR-10724,810,Ellesmere Rd,Ellesmere Rd,North,Dundalk Dr,West,07025,21,None,WR1,Existing,L4007025,,"{""coordinates"": [[-79.284229813542, 43.7652305879563]], ""type"": ""MultiPoint""}"
169,1148,LR-06551,190,Simcoe St,St Patrick St,East,Michael Sweet Ave,South,06756,10,None,WR2,Existing,L2006756,,"{""coordinates"": [[-79.3891652998979, 43.6519309509342]], ""type"": ""MultiPoint""}"
170,1149,LR-06552,218,Adelaide St W,Adelaide St W,North,Simcoe St,West,06827,10,Toronto Downtown West,WR1,Existing,L2006827,,"{""coordinates"": [[-79.3876873027638, 43.6484678100684]], ""type"": ""MultiPoint""}"
171,1150,LR-06561,725,Eglinton Ave W,Eglinton Ave W,South,Old Forest Hill Rd,East,06915,12,None,WR2,Existing,L2106915,,"{""coordinates"": [[-79.4228234234149, 43.7014701970124]], ""type"": ""MultiPoint""}"
172,1151,LR-06563,227,Vaughan Rd,Vaughan Rd,North,Kenwood Ave,East,06917,12,None,WR2,Existing,L2106917,,"{""coordinates"": [[-79.4233676810123, 43.6875805718072]], ""type"": ""MultiPoint""}"
173,1152,LR-06502,46,John St,Wellington St W,North,John St,West,06588,10,Toronto Downtown West,WR1,Existing,L2006588,,"{""coordinates"": [[-79.389441625979, 43.6452942793264]], ""type"": ""MultiPoint""}"
174,1153,LR-06512,730,Mayfair Ave,Mayfair Ave,East,Vesta Dr,North,06646,08,None,WR2,Existing,L2106646,,"{""coordinates"": [[-79.4223060429429, 43.7030405786929]], ""type"": ""MultiPoint""}"
175,1156,LR-06519,109,Mc Caul St,Mc Caul St,East,Dundas St W,South,06709,10,None,WR2,Existing,L2006709,,"{""coordinates"": [[-79.3912177945445, 43.6539874101111]], ""type"": ""MultiPoint""}"
176,1157,LR-11437,780,Eglinton Ave W,Eglinton Ave W,North,Old Forest Hill Rd,East,T2391,08,None,WR2,Existing,L2102391,,"{""coordinates"": [[-79.4227992550193, 43.7016824668794]], ""type"": ""MultiPoint""}"
177,1158,LR-06181,1622-1630,Dupont St,Dupont St,North,Edwin Ave,East,06754,09,None,WR2,Existing,L1806754,,"{""coordinates"": [[-79.4551228789363, 43.6649942523662]], ""type"": ""MultiPoint""}"
178,1160,LR-08530,1119,Davenport Rd,Ossington Ave,East,Davenport Rd,South,T5959,12,None,WR1,Existing,L2105959,,"{""coordinates"": [[-79.4307221129954, 43.6744393616662]], ""type"": ""MultiPoint""}"
179,1161,LR-06556,1800,Yonge St,Chaplin Cres,South,Yonge St,West,06866,12,Midtown Yonge,WR2,Existing,L2206866,,"{""coordinates"": [[-79.3980456631851, 43.6979017835509]], ""type"": ""MultiPoint""}"
180,1202,LR-14669,1865,Sheppard Ave W,Northover St,West,Sheppard Ave W,South,11445,06,None,WR1,Existing,L0911445,,"{""coordinates"": [[-79.5013089603891, 43.7408921643126]], ""type"": ""MultiPoint""}"
181,1203,LR-14676,355,Wildcat Rd,Canarctic Dr,North,Wildcat Rd,East,11452,06,DuKe Heights,WR1,Existing,L0811452,,"{""coordinates"": [[-79.4907471462197, 43.7759268791004]], ""type"": ""MultiPoint""}"
182,1204,LR-14681,553,Sammon Ave,Coxwell Ave,East,Sammon Ave,South,11442,19,None,WR3,Existing,L3111442,,"{""coordinates"": [[-79.3256781722436, 43.6885877887764]], ""type"": ""MultiPoint""}"
183,1205,LR-14682,2,Curity Ave,Curity Ave,East,O'Connor Dr,North,11443,19,None,WR1,Existing,L3111443,,"{""coordinates"": [[-79.3114138892697, 43.7081351233656]], ""type"": ""MultiPoint""}"
184,1207,LR-14691,2,Toryork Dr,Weston Rd,West,Toryork Dr,North,11505,07,Emery Village,WR1,Existing,L0711505,,"{""coordinates"": [[-79.5429117093074, 43.7535831470122]], ""type"": ""MultiPoint""}"
185,1208,LR-14694,3151,Weston Rd,Weston Rd,East,Sheppard Ave W,North,11507,07,Emery Village,WR4,Existing,L0711507,,"{""coordinates"": [[-79.5384668310227, 43.7354309851559]], ""type"": ""MultiPoint""}"
186,1209,LR-14695,3162,Weston Rd,Weston Rd,West,Coral Gable Dr,North,11508,07,Emery Village,WR5,Existing,L0711508,,"{""coordinates"": [[-79.5388380022743, 43.7357423920891]], ""type"": ""MultiPoint""}"
187,1210,LR-14698,79,Brimley Rd,Brimley Rd,East,Anson Ave,South,11493,20,None,WR1,Existing,L3611493,,"{""coordinates"": [[-79.2427294090899, 43.7241946570044]], ""type"": ""MultiPoint""}"
188,1211,LR-14699,101,Brimley Rd,Brimley Rd,East,Oakridge Dr,South,11494,20,None,WR1,Existing,L3611494,,"{""coordinates"": [[-79.2433692571862, 43.7257856602102]], ""type"": ""MultiPoint""}"
189,1212,LR-14703,651,Brimley Rd,Brimley Rd,East,Seminole Ave,South,11498,21,None,WR1,Existing,L3811498,,"{""coordinates"": [[-79.2510330796833, 43.743427025152]], ""type"": ""MultiPoint""}"
190,1214,LR-10078,284,Bathurst St,Bathurst St,West,Dundas St W,South,05589,10,None,WR1,Existing,L1905589,,"{""coordinates"": [[-79.4053227823079, 43.6503133931274]], ""type"": ""MultiPoint""}"
191,1215,LR-10084,1910,Kipling Ave,Belfield Rd,South,Kipling Ave,West,00093,01,None,WR2,Existing,L0200093,,"{""coordinates"": [[-79.5638819815331, 43.7045936342502]], ""type"": ""MultiPoint""}"
192,1216,LR-10093,2118,Islington Ave,Islington Ave,West,Westhampton Dr,South,04024,01,None,WR2,Existing,L0204024,,"{""coordinates"": [[-79.5500745971097, 43.7040523301263]], ""type"": ""MultiPoint""}"
193,1217,LR-10095,291,Rexdale Blvd,Rexdale Blvd,South,Martin Grove Rd,West,04322,01,None,WR2,Existing,L0204322,,"{""coordinates"": [[-79.5814165358049, 43.7137757998428]], ""type"": ""MultiPoint""}"
194,1218,LR-10098,291,Rexdale Blvd,Martin Grove Rd,West,Rexdale Blvd,South,T5638,01,None,WR1,Existing,L0205638,,"{""coordinates"": [[-79.5812120415216, 43.7136958160934]], ""type"": ""MultiPoint""}"
195,1219,LR-10099,2328,Islington Ave,Bergamot Ave,North,Islington Ave,West,T9267,01,None,WR1,Existing,L0209267,,"{""coordinates"": [[-79.5566617690484, 43.7168682997983]], ""type"": ""MultiPoint""}"
196,1220,LR-10101,306,Davenport Rd,Bedford Rd,West,Davenport Rd,North,00425,11,None,WR2,Existing,L2000425,,"{""coordinates"": [[-79.3999479957328, 43.6746356789196]], ""type"": ""MultiPoint""}"
197,1221,LR-10105,693,Bathurst St,Lennox St,South,Lippincott St,East,00447,11,None,WR1,Existing,L2000447,,"{""coordinates"": [[-79.4093462563263, 43.6640808709073]], ""type"": ""MultiPoint""}"
198,1222,LR-10109,661,University Ave,University Ave,East,College St,South,03060,11,None,WR1,Existing,L2703060,,"{""coordinates"": [[-79.3901444822009, 43.65965475904]], ""type"": ""MultiPoint""}"
199,1223,LR-10119,565,Bloor St W,Bloor St W,South,Bathurst St,East,04804,11,Bloor Annex,WR4,Existing,L2004804,,"{""coordinates"": [[-79.4109611835153, 43.665115277793]], ""type"": ""MultiPoint""}"
200,1224,LR-10123,357,Spadina Ave,Spadina Ave,East,Nassau St,South,04829,11,Chinatown,WR2,Existing,L2004829,,"{""coordinates"": [[-79.3989708471099, 43.6554161358322]], ""type"": ""MultiPoint""}"
201,1225,LR-10124,455,Spadina Ave,Spadina Ave,East,College St,North,04830,11,None,WR2,Existing,L2004830,,"{""coordinates"": [[-79.4001041860042, 43.6582647270519]], ""type"": ""MultiPoint""}"
202,1226,LR-10126,666,Spadina Ave,Spadina Ave,South,Sussex Ave,West,04832,11,None,WR2,Existing,L2004832,,"{""coordinates"": [[-79.4026945267077, 43.6644120704248]], ""type"": ""MultiPoint""}"
203,1227,LR-10127,280,Spadina Ave,Spadina Ave,West,Dundas St W,South,04837,10,Chinatown,WR2,Existing,L2004837,,"{""coordinates"": [[-79.3979822785685, 43.6526244328092]], ""type"": ""MultiPoint""}"
204,1228,LR-10128,222,Spadina Ave,Spadina Ave,North,Sullivan St,West,04838,10,Chinatown,WR2,Existing,L2004838,,"{""coordinates"": [[-79.3973413685006, 43.6510142361502]], ""type"": ""MultiPoint""}"
205,1229,LR-09770,4160,Midland Ave,Midland Ave,West,Duxbury Dr,South,1731,22,None,WR1,Existing,L4101731,,"{""coordinates"": [[-79.2962570410878, 43.8234644519526]], ""type"": ""MultiPoint""}"
206,1230,LR-09777,5005,Steeles Ave E,Steeles Ave E,South,Brimley Rd,West,04425,23,None,WR2,Temporarily Removed,L4104425,,"{""coordinates"": [[-79.2877526551005, 43.8280100204673]], ""type"": ""MultiPoint""}"
207,1232,LR-09785,160,Crow Trl,Neilson Rd,West,Crow Trl,North,03340,23,None,WR2,Existing,L4203340,,"{""coordinates"": [[-79.2259959772464, 43.8124376354877]], ""type"": ""MultiPoint""}"
208,1233,LR-09787,None,None,Neilson Rd,West,Sheppard Ave E,North,01550,23,None,WR2,Existing,L4201550,,"{""coordinates"": [[-79.2179759799235, 43.7983735480024]], ""type"": ""MultiPoint""}"
209,1234,LR-08109,4,Holmesdale Rd,Dufferin St,West,Holmesdale Rd,North,04684,09,None,WR2,Existing,L1704684,,"{""coordinates"": [[-79.4475692965205, 43.6888758847639]], ""type"": ""MultiPoint""}"
210,1235,LR-08110,1894,Dufferin St,Dufferin St,West,Hope St,North,04704,09,None,WR2,Existing,L1704704,,"{""coordinates"": [[-79.4449987660854, 43.6825366957567]], ""type"": ""MultiPoint""}"
211,1237,LR-08119,250,Rogers Rd,Rogers Rd,North,Harvie Ave,West,2811,09,None,WR1,Existing,L1702811,,"{""coordinates"": [[-79.4542423539526, 43.6837252879625]], ""type"": ""MultiPoint""}"
212,1238,LR-08121,1111,Lansdowne Ave,Lansdowne Ave,East,Brandon Ave,North,04674,09,None,WR2,Existing,L1704674,,"{""coordinates"": [[-79.4473061852533, 43.6691909121989]], ""type"": ""MultiPoint""}"
213,1243,LR-08143,1029,St Clair Ave W,St Clair Ave W,North,Glenholme Ave,East,05619,09,Regal Heights Village,WR1,Existing,L1705619,,"{""coordinates"": [[-79.4380789509267, 43.6790035079079]], ""type"": ""MultiPoint""}"
214,1244,LR-08144,1070,St Clair Ave W,St Clair Ave W,South,Glenholme Ave,East,05628,09,Regal Heights Village,WR1,Existing,L1705628,,"{""coordinates"": [[-79.4392861501004, 43.6788115092987]], ""type"": ""MultiPoint""}"
215,1248,LR-08156,1114,St Clair Ave W,St Clair Ave W,North,Northcliffe Blvd,West,05044,09,Regal Heights Village,WR2,Existing,L1705044,,"{""coordinates"": [[-79.4412012203865, 43.6784654736569]], ""type"": ""MultiPoint""}"
216,1249,LR-12199,4401,Jane St,Driftwood Ave,South,Jane St,East,07980,07,None,WR2,Existing,L0807980,,"{""coordinates"": [[-79.5191536321018, 43.7659441605492]], ""type"": ""MultiPoint""}"
217,1252,LR-12207,96X,Middlefield Rd,Middlefield Rd,North,Mccowan Rd,East,07518,23,None,WR1,Existing,L4107518,,"{""coordinates"": [[-79.260664529831, 43.7991963959329]], ""type"": ""MultiPoint""}"
218,1253,LR-12210,859,Kennedy Rd,Kennedy Rd,East,Stratton Ave,South,07924,21,None,WR2,Existing,L3707924,,"{""coordinates"": [[-79.2701649325446, 43.7379136623045]], ""type"": ""MultiPoint""}"
219,1254,LR-12212,1809,Queen St E,Queen St E,South,Joseph Duggan Rd,West,08387,19,The Beach,WR4,Existing,L3208387,,"{""coordinates"": [[-79.3082151826193, 43.6681433836987]], ""type"": ""MultiPoint""}"
220,1255,LR-12214,5,Kirkside Crt,Mount Olive Dr,East,Silverstone Dr,North,08388,01,None,WR2,Existing,L0108388,,"{""coordinates"": [[-79.5959796841746, 43.7521890674107]], ""type"": ""MultiPoint""}"
221,1256,LR-12215,20,Dubray Ave,Dubray Ave,East,Wilson Ave,North,07970,06,None,WR2,Existing,L0907970,,"{""coordinates"": [[-79.4779614543411, 43.7293060886389]], ""type"": ""MultiPoint""}"
222,1257,LR-12229,237,College St,College St,South,Huron St,East,06804,11,None,WR2,Existing,L2006804,,"{""coordinates"": [[-79.3979704355981, 43.6582136861503]], ""type"": ""MultiPoint""}"
223,1258,LR-12230,50,Sussex Ave,Spadina Ave,East,Sussex Ave,North,06808,11,None,WR2,Existing,L2006808,,"{""coordinates"": [[-79.4026204085942, 43.6648304255135]], ""type"": ""MultiPoint""}"
224,1260,LR-12238,5,Kenaston Gdns,Sheppard Ave E,South,Kenaston Gdns,East,07975,17,None,WR2,Existing,L2407975,,"{""coordinates"": [[-79.3858438757423, 43.7671079126954]], ""type"": ""MultiPoint""}"
225,1262,LR-12243,711,Bloor St E,Bloor St E,South,Castle Frank Rd,East,07987B,11,None,WR2,Existing,L2707987,,"{""coordinates"": [[-79.3671998916002, 43.6742647303399]], ""type"": ""MultiPoint""}"
226,1263,LR-12245,1,Davenport Rd,Davenport Rd,South,Yonge St,West,07988,11,Bloor-Yorkville,WR2,Temporarily Removed,L277988B,,"{""coordinates"": [[-79.3882234799288, 43.6727446731697]], ""type"": ""MultiPoint""}"
227,1264,LR-12644,70,Berkeley St,Adelaide St E,South,Berkeley St,West,08795,13,Old Town Toronto,WR3,Existing,L2808795,,"{""coordinates"": [[-79.3650152656186, 43.6528526030513]], ""type"": ""MultiPoint""}"
228,1265,LR-12647,539,Parliament St,Parliament St,East,Winchester St,North,08779,13,Cabbagetown,WR4,Existing,L2808779,,"{""coordinates"": [[-79.3686210150073, 43.6661282890802]], ""type"": ""MultiPoint""}"
229,1266,LR-12648,181,Carlton St,Carlton St,South,Seaton St,East,08781,13,Cabbagetown,WR4,Existing,L2808781,,"{""coordinates"": [[-79.37128401834, 43.663493665745]], ""type"": ""MultiPoint""}"
230,1267,LR-12649,439,Dundas St E,Dundas St E,South,Parliament St,West,08782,13,None,WR3,Existing,L2808782,,"{""coordinates"": [[-79.3663266858106, 43.6592810007643]], ""type"": ""MultiPoint""}"
231,1268,LR-12650,74,Victoria St,Victoria St,West,Adelaide St E,North,08783,13,Financial District,WR4,Existing,L2808783,,"{""coordinates"": [[-79.3775350539217, 43.6511685768873]], ""type"": ""MultiPoint""}"
